央视秒开,#genre#
CCTV9,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-news/index.m3u8?IAS$四川电信


CCTV10,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-10/index.m3u8?IAS$成都移动
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$哈尔移动
CCTV10,http://116.199.5.52:8114/index.m3u8?Fsv_chan_hls_se_idx=4&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8$宁夏多线
CCTV10,http://cm.wshls.homecdn.com/live/11ed8.m3u8$CDN
CCTV10,http://play.tzjo.com/diao/atv/iptv.php?id=10$快看电视

CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$回看
CCTV11,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-11/index.m3u8?IAS$成都移动
CCTV11,http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?xtkg$南宁移动
CCTV11,http://play.tzjo.com/diao/atv/iptv.php?id=11$快看电视

CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$回看
CCTV12,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-12/index.m3u8?IAS$成都移动
CCTV12,http://111.20.45.155/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8$陕西移动
CCTV12,http://play.tzjo.com/diao/atv/iptv.php?id=12$快看电视

CCTV13,http://cm.wshls.homecdn.com/live/4e2f.m3u8$CDN
CCTV13,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-13/index.m3u8?IAS$成都移动
CCTV13,http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?xtkg$南宁移动
CCTV13,http://117.136.156.37/PLTV/88888888/224/3221225510/index.m3u8$移动
CCTV13,http://cctv5cnch5ca.v.wscdns.com/live/cctv13_2/index.m3u8$网宿云

CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$回看
CCTV14,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-14/index.m3u8?IAS$成都移动
CCTV14,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221225813/index.m3u8$南宁移动
CCTV14,http://play.tzjo.com/diao/atv/iptv.php?id=14$快看电视

CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$回看
CCTV15,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-15/index.m3u8?IAS$成都移动
CCTV15,http://117.136.156.39/PLTV/88888888/224/3221225508/index.m3u8$阿里移动
CCTV15,http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?xtkg$南宁延迟
CCTV15,http://play.tzjo.com/diao/atv/iptv.php?id=15$快看电视

CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$回看
CCTV,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-17/index.m3u8?IAS$成都移动
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8$陕西移动
CCTV17,http://play.tzjo.com/diao/atv/iptv.php?id=17$快看电视

CCTV4K,http://112.17.40.145/PLTV/88888888/224/3221226758/index.m3u8$移动1
CCTV4K,http://39.134.176.148/PLTV/88888888/224/3221226758/index.m3u8$移动2
纯享4K,http://play.tzjo.com/diao/atv/iptv.php?id=cctv4k$快看4K

CETV1,http://ivi.bupt.edu.cn/hls/cetv1hd.m3u8$教育网HD
CETV1,http://ivi.bupt.edu.cn/hls/cetv1.m3u8$教育网
CETV1,http://121.31.30.91:8085/ysten-business/live/jiaoyutv/index.m3u8$移动云
CETV1,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8$$CDN云


CETV2,http://ivi.bupt.edu.cn/hls/cetv2.m3u8$教育网
CETV2,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8$百度云
CETV2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8$移动云
CETV2,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/cetv2_2/index.m3u8$移云网


CETV3,http://ivi.bupt.edu.cn/hls/cetv3.m3u8$教育网
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226226/1.m3u8$移动网

CETV4,http://ivi.bupt.edu.cn/hls/cetv4.m3u8$教育网
CETV4,http://221.179.136.146/PLTV/88888888/224/3221226362/1.m3u8$移动云
CETV4,http://101.71.255.229:6610/zjhs/2/10124/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江官网
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226225/1.m3u8$移动网

CCTV兵器科技,http://play.tzjo.com/diao/atv/mg.php?id=623338073$快看
CCTV新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8
CCTV第一剧场,http://play.tzjo.com/diao/atv/mg.php?id=623338041$快看
CCTV女性时尚,http://play.tzjo.com/diao/atv/mg.php?id=623338081$快看

CCTV发现之旅,http://39.134.24.202/PLTV/88888888/224/3221225879/index.m3u8$移动
CCTV发现之旅,http://cbnlive.cbchot.com/live/faxianzhilv_32_l_1.m3u8$中国广电
CCTV发现之旅,http://play.tzjo.com/diao/atv/mg.php?id=624878970$快看电视

CCTV世界地理,http://play.tzjo.com/diao/atv/mg.php?id=623338083$快看
CCTV怀旧剧场,http://play.tzjo.com/diao/atv/mg.php?id=623364608$快看
CCTV风云剧场,http://play.tzjo.com/diao/atv/mg.php?id=623338051$快看
CCTV风云音乐,http://play.tzjo.com/diao/atv/mg.php?id=623338072$快看
CCTV风云足球,http://play.tzjo.com/diao/atv/mg.php?id=621984939$快看
CCTV老故事,http://play.tzjo.com/diao/ln/liaoning.php?id=64$快看
CCTV高尔夫·网球,http://play.tzjo.com/diao/atv/mg.php?id=621984921$快看

CCTV兵器科技,http://live.cache.cmvideo.cn:8088/ws_v/2018/gfjs/gfjs711/1000/index.m3u8?&encrypt=
CCTV怀旧剧场,http://live.cache.cmvideo.cn:8088/ws_v/2018/hjjc/hjjc711/1000/index.m3u8?&encrypt=
CCTV第一剧场,http://live.cache.cmvideo.cn:8088/ws_v/2018/dyjc/dyjc711/1000/index.m3u8?&encrypt=
CCTV风云剧场,http://live.cache.cmvideo.cn:8088/ws_v/2018/fyjc/fyjc711/1000/index.m3u8?&encrypt=
CCTV风云音乐,http://live.cache.cmvideo.cn:8088/ws_v/2018/fyyy/fyyy711/1000/index.m3u8?&encrypt=
CCTV风云足球,http://live.cache.cmvideo.cn:8088/ws_v/2018/fyzq/fyzq711/1000/index.m3u8?&encrypt=
CCTV世界地理,http://live.cache.cmvideo.cn:8088/ws_v/2018/sjdl/sjdl711/1000/index.m3u8?&encrypt=
CCTV文化精品,http://live.cache.cmvideo.cn:8088/ws_v/2018/ysjp/ysjp711/1000/index.m3u8?&encrypt=


CCTV中学生,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E430164U3096F010K7780515CI979E4371PBM3233C4BV1044EZ33519WE6219665241&playtoken=ABCDEFGHI&playtoken=ABCDEFGHIGK&programid=4200000082.m3u8$大连电信



CHC动作电影,http://125.210.152.18:9090/live/DZDYHD_H265.m3u8?srchost=125.210.122.37:8060
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240324_1/encoder/0/playlist.m3u8?CONTENTID=00000110240324_1


CHC家庭影院,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://125.210.152.18:9090/live/JTYYHD_H265.m3u8?srchost=125.210.122.37:8060
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://pili-live-hls.fssh.tianma3600.com/fssh/fsds.m3u8


CHC高清电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清电影,http://125.210.152.18:9090/live/CHCGQDY_1100.m3u8?srchost=125.210.122.37:8060
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8

卫视秒开,#genre#
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8$官网

河南卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls$移动HD
河南卫视,http://117.169.120.140:8080/live/henanstv/.m3u8$移动¹
河南卫视,http://183.207.249.7/PLTV/2/224/3221226065/index.m3u8$移动²
河南卫视,http://play.tzjo.com/diao/atv/iptv.php?id=haws$快看电视
河南卫视,http://117.136.156.38/PLTV/88888888/224/3221225801/index.m3u8$移动³
河南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/henanstv/index.m3u8?IAS$成都移动
河南卫视,http://live1.nty.tv189.com/tm-henantv-800k.m3u8?sign=ef475ccbd3acb633e502cc403d8a11b1&qualityCode=&qualityid=2048&version=1&guid=887c9de8-9e0e-eec6-d82e-eb7595658477&app=115020310221&cookie=1d2ffa34350b346a9bc05315b769062b&session=1d2ffa34350b346a9bc05315b769062b&uid=104300221810064190619&uname=18908737496&time=20210127145213&videotype=1&cid=C8000000000000000001429143005346&cname=&cateid=&dev=000001&ep=1&os=30&ps=0099&clienttype=MuMu&appver=5.5.10.14&res=900%2A1600&channelid=01181620&pid=1000000432&orderid=&nid=&cp=00000159&sp=00000014&ip=42.242.182.115&ipSign=41149bdb517c2086eb73587b6b454f0e&cdntoken=api_60110d9d683e9&a=aDAyX5JVOTClzRME0X0Z2Qy56kyLmp%2Bx0Wf8Sm4V5YI%3D&pvv=1.2.2&playseek=1&tx=20210127145209&sx=8698118662dc166921bc383b1e6252ce$189TV


湖南卫视,http://play.tzjo.com/diao/atv/weishi.php?id=193&ip=0$快看电视
湖南卫视,http://ivi.bupt.edu.cn/hls/hunantvhd.m3u8$教育HD
湖南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/hunanstv/index.m3u8?IAS$成都移动
湖南卫视,http://cbnlive.cbchot.com/live/hnws_1_1.m3u8$中国广电



浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$官方多线
浙江卫视,http://play.tzjo.com/diao/atv/kds.php?id=zjwshd&mod=aishang$快看电视
浙江卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/zhejiangstv/index.m3u8?IAS$成都移动
浙江卫视,http://183.207.255.190/live/program/live/zjwshd/2300000/mnf.m3u8$南京移动


东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$哈尔移动
东方卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/dongfangstv/index.m3u8?IAS$成都移动
东方卫视,http://play.tzjo.com/diao/atv/iptv.php?id=dfws$快看电视
东方卫视,http://182.138.51.71/PLTV/88888920/224/3221225541/index.m3u8$成都电信
东方卫视,http://39.135.34.150:8080/000000001000/1000000001000030202/1.m3u8?xtkg$南京移动
东方卫视,http://182.138.51.71/PLTV/88888920/224/3221225541/index.m3u8$陕西移动


江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8$哈尔移动
江苏卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jiangsustv/index.m3u8?IAS$成都移动
江苏卫视,http://182.138.51.71/PLTV/88888920/224/3221225545/index.m3u8$成都电信
江苏卫视,http://play.tzjo.com/diao/atv/iptv.php?id=jsws$快看电视
江苏卫视,http://39.135.34.150:8080/000000001000/1000000001000004684/1.m3u8?xtkg$南宁移动


北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$哈尔移动
北京卫视,http://183.207.255.188/live/program/live/bjwshd/4000000/mnf.m3u8$上海多线
北京卫视,http://cm.wshls.homecdn.com/live/1bd71.m3u8$CDN
北京卫视,http://play.tzjo.com/diao/atv/iptv.php?id=bjws$快看电视
北京卫视,http://117.136.156.41/PLTV/88888888/224/3221225656/index.m3u8$阿里移动


安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8$哈尔移动
安徽卫视,http://play.tzjo.com/diao/atv/iptv.php?id=ahws$快看电视
安徽卫视,http://zbbf2.ahtv.cn/live/749.m3u8$海豚视界
安徽卫视,http://117.136.156.42/PLTV/88888888/224/3221225676/index.m3u8$阿里移动
安徽卫视,http://cm.wshls.homecdn.com/live/1bd6d.m3u8$CDN
安徽卫视,http://183.207.255.188/live/program/live/ahwshd/4000000/mnf.m3u8$上海多线


广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225736/index.m3u8$哈尔移动
广东卫视,http://183.207.255.188/live/program/live/gdwshd/4000000/mnf.m3u8$上海多线
广东卫视,http://cm.wshls.homecdn.com/live/1bd69.m3u8$CDN
广东卫视,http://39.134.168.87/PLTV/1/224/3221225528/index.m3u8$内蒙移动
广东卫视,http://play.tzjo.com/diao/atv/iptv.php?id=gdws$快看电视


江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8$哈尔移动
江西卫视,http://117.136.156.37/PLTV/88888888/224/3221225685/index.m3u8$阿里移动
江西卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jiangxistv/index.m3u8?IAS$成都移动
江西卫视,http://play.tzjo.com/diao/atv/iptv.php?id=jxws$快看电视
江西卫视,http://39.135.34.150:8080/000000001000/1000000001000013731/1.m3u8?xtkg$南宁移动


深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$哈尔移动
深圳卫视,http://cm.wshls.homecdn.com/live/1bd61.m3u8$CDN
深圳卫视,http://play.tzjo.com/diao/gd/shenzhen.php?id=1$快看电视
深圳卫视,http://39.135.34.150:8080/000000001000/1000000001000011645/1.m3u8?xtkg$南宁移动
深圳卫视,http://117.136.156.41/PLTV/88888888/224/3221225674/index.m3u8$阿里移动


河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8$哈尔回看
河北卫视,http://live2.plus.hebtv.com/hbwsx/hd/live.m3u8$河北网
河北卫视,http://play.tzjo.com/diao/atv/weishi.php?id=190&ip=0$快看电视
河北卫视,http://117.136.156.38/PLTV/88888888/224/3221225527/index.m3u8$阿里移动
河北卫视,http://39.134.168.94/PLTV/1/224/3221225624/index.m3u8$内蒙移动
河北卫视,http://117.169.120.143:8080/live/hebeistv/.m3u8$江西移动


湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225705/index.m3u8$哈尔移动
湖北卫视,http://cm.wshls.homecdn.com/live/1bd65.m3u8$CDN
湖北卫视,http://play.tzjo.com/diao/atv/iptv.php?id=hubws$快看电视
湖北卫视,http://117.136.156.42/PLTV/88888888/224/3221225681/index.m3u8$阿里移动
湖北卫视,http://183.207.255.188/live/program/live/hbwshd/4000000/mnf.m3u8$上海多线


重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8$哈尔移动
重庆卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/chongqingstv/index.m3u8?IAS$成都移动
重庆卫视,http://play.tzjo.com/diao/atv/iptv.php?id=cqws$快看电视
重庆卫视,http://183.207.255.188/live/program/live/cqws/1300000/mnf.m3u8$上海多线
重庆卫视,http://117.136.156.38/PLTV/88888888/224/3221225796/index.m3u8$阿里移动



厦门卫视,http://183.207.255.188/live/program/live/xmws/1300000/mnf.m3u8$上海多线
厦门卫视,http://39.134.168.93/PLTV/1/224/3221225640/index.m3u8$内蒙移动
厦门卫视,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226175/3.m3u8$湖北移动
厦门卫视,http://ivi.bupt.edu.cn/hls/xmtv.m3u8$教育网
厦门卫视,http://183.207.255.190/live/program/live/xmws/1300000/mnf.m3u8$南京移动
厦门卫视,http://183.207.249.11/PLTV/2/224/3221226093/index.m3u8$南京移动¹


辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8$哈尔回看
辽宁卫视,http://play.tzjo.com/diao/atv/iptv.php?id=lnws$快看电视
辽宁卫视,http://182.138.51.71/PLTV/88888920/224/3221225605/index.m3u8$成都电信
辽宁卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/liaoningstv/index.m3u8?IAS$成都移动
辽宁卫视,http://39.135.34.150:8080/000000001000/1000000002000024033/1.m3u8?xtkg$南宁移动



广西卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/guangxistv/index.m3u8?IAS$成都移动
广西卫视,http://play.tzjo.com/diao/atv/iptv.php?id=gxws$快看电视
广西卫视,http://183.207.255.188/live/program/live/gxws/1300000/mnf.m3u8$上海多线
广西卫视,http://39.134.168.66/PLTV/1/224/3221225598/index.m3u8$内蒙移动
广西卫视,http://ivi.bupt.edu.cn/hls/gxtv.m3u8$教育网
广西卫视,http://117.169.120.160:8080/live/guangxistv/1.m3u8$多线HD



山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8$哈尔移动
山东卫视,http://183.207.255.188/live/program/live/sdwshd/4000000/mnf.m3u8$上海多线
山东卫视,http://cm.wshls.homecdn.com/live/1bd5d.m3u8$CDN
山东卫视,http://play.tzjo.com/diao/atv/iptv.php?id=sdws$快看电视
山东卫视,http://39.134.168.84/PLTV/1/224/3221225540/index.m3u8$内蒙移动



贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8$哈尔回看
贵州卫视,http://play.tzjo.com/diao/atv/iptv.php?id=gzws$快看电视
贵州卫视,http://183.207.255.188/live/program/live/gzws/1300000/mnf.m3u8$上海多线
贵州卫视,http://117.136.156.42/PLTV/88888888/224/3221225807/index.m3u8$阿里移动
贵州卫视,http://39.134.168.89/PLTV/1/224/3221225582/index.m3u8$内蒙移动


山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$哈尔回看
山西卫视,http://play.tzjo.com/diao/atv/iptv.php?id=sxws$快看电视
山西卫视,http://183.207.255.188/live/program/live/shanxiws/1300000/mnf.m3u8$上海多线
山西卫视,http://117.136.156.42/PLTV/88888888/224/3221225530/index.m3u8$阿里移动
山西卫视,http://39.134.168.82/PLTV/1/224/3221225646/index.m3u8$内蒙移动


天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$哈尔回看
天津卫视,http://play.tzjo.com/diao/atv/iptv.php?id=tjws$快看电视
天津卫视,http://117.136.156.43/PLTV/88888888/224/3221225689/index.m3u8$阿里移动
天津卫视,http://183.207.255.188/live/program/live/tjwshd/4000000/mnf.m3u8$上海多线
天津卫视,http://39.134.168.75/PLTV/1/224/3221225594/index.m3u8$内蒙移动



宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$哈尔回看
宁夏卫视,http://play.tzjo.com/diao/atv/weishi.php?id=176&ip=0$快看电视
宁夏卫视,http://183.207.255.188/live/program/live/nxws/1300000/mnf.m3u8$上海多线
宁夏卫视,http://117.136.156.37/PLTV/88888888/224/3221225638/index.m3u8$阿里移动
宁夏卫视,http://39.134.168.81/PLTV/1/224/3221225638/index.m3u8$内蒙移动



甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8$哈尔回看
甘肃卫视,http://play.tzjo.com/diao/atv/weishi.php?id=177&ip=0$快看电视
甘肃卫视,http://117.136.156.39/PLTV/88888888/224/3221225536/index.m3u8$阿里移动
甘肃卫视,http://39.134.168.76/PLTV/1/224/3221225636/index.m3u8$内蒙移动
甘肃卫视,http://223.110.245.141/ott.js.chinamobile.com/PLTV/3/224/3221225846/index.m3u8$江苏移动
甘肃卫视,http://183.207.255.188/live/program/live/gsws/1300000/mnf.m3u8$上海多线


新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8$哈尔回看
新疆卫视,http://play.tzjo.com/diao/atv/iptv.php?id=xjws$快看电视
新疆卫视,http://183.207.255.188/live/program/live/xjws/1300000/mnf.m3u8$上海多线
新疆卫视,http://39.134.168.91/PLTV/1/224/3221225630/index.m3u8$内蒙移动
新疆卫视,http://117.136.156.41/PLTV/88888888/224/3221225544/index.m3u8$阿里移动



四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8$哈尔回看
四川卫视,http://117.136.156.39/PLTV/88888888/224/3221225794/index.m3u8$阿里移动
四川卫视,http://play.tzjo.com/diao/atv/iptv.php?id=scws$快看电视
四川卫视,http://39.134.168.86/PLTV/1/224/3221225592/index.m3u8$内蒙移动
四川卫视,http://183.207.255.188/live/program/live/scws/1300000/mnf.m3u8$上海多线


云南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/yunnanstv/index.m3u8?IAS$成都移动
云南卫视,http://play.tzjo.com/diao/atv/iptv.php?id=ynws$快看电视
云南卫视,http://edge1.yntv.cn/channels/yntv/ynws/m3u8:sd/live.m3u8$云视网
云南卫视,http://183.207.255.188/live/program/live/ynws/1300000/mnf.m3u8$上海多线
云南卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225591/index.m3u8$江苏移动



东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8$哈尔回看
东南卫视,http://play.tzjo.com/diao/atv/iptv.php?id=dnws$快看电视
东南卫视,http://183.207.255.188/live/program/live/dnwshd/4000000/mnf.m3u8$上海多线
东南卫视,http://39.134.168.73/PLTV/1/224/3221225580/index.m3u8$内蒙移动
